id,isi_berita,label
40,"Cristiano Ronaldo rasakan kekelahan telak 0-4 dari Al Ain. Terakhir dirasakannya lima tahun lalu, saat berseragam MU.
Al Nassr kalah 0-4 dari tuan rumah Al Ain pada pekan pertama AFC Champions League, Selasa (15/9) malam WIB. Al Ain adalah klub dari UEA.
Cristiano Ronaldo yang main sebagai starter buat Al Nassr tidak berdaya. Al Nassr pun hanya lepas total tiga tembakan sepanjang laga.
Dilansir dari berbagai sumber, Cristiano Ronaldo akhirnya rasakan kekalahan dengan margin gol besar. Sebelum oleh Al Ain, Ronaldo sudah lima tahun lalu kalah dengan skor telak.
Itu ketika Ronaldo masih memperkuat Manchester United di periode keduanya. Tepatnya pada Oktober 2021, MU kalah 0-5 dari Liverpool!
Margin 0-5 adalah kekalahan telak yang pernah dirasakan Ronaldo. Selain dari Liverpool, Ronaldo pernah merasakannya dari Barcelona pada tahun 2010 di LaLiga.
Al Ain menjadi klub kelima yang beri Ronaldo kekalahan 0-4. Sebelumnya ada Atletico Madrid, Barcelona, Brentford, dan Brighton.
(aff/krs)",sport
41,"Grid MotoGP 2027 akhirnya lengkap. Senna Agius resmi naik kelas dari Moto2 ke MotoGP dan akan memperkuat Tech3 KTM mulai musim depan.
Pebalap Australia berusia 21 tahun itu menjadi bagian dari line-up baru Tech3 bersama Luca Marini. Kepastian tersebut sekaligus melengkapi susunan pebalap MotoGP untuk musim 2027.
Agius akan menjalani debutnya di kelas premier pada era baru MotoGP. Mulai musim depan, MotoGP menggunakan mesin 850 cc dan ban Pirelli.
Tech3 KTM resmi mengumumkan Agius sebagai pebalap untuk MotoGP 2027. Rider kelahiran Australia itu mendapatkan kesempatan naik kelas setelah menunjukkan performa kompetitif di Moto2.
Agius sudah mengoleksi empat kemenangan di Moto2. Ia juga menjadi salah satu pebalap yang akan menjalani debut MotoGP pada musim 2027.
| Baca juga: Alex Rins Pensiun dari Balap Motor | 
Selain Agius, ada empat rookie lainnya yang diproyeksikan tampil di MotoGP musim depan. Mereka adalah David Alonso, Dani Holgado, Izan Guevara, dan Nicolo Bulega. Alonso, Holgado, dan Guevara merupakan pebalap yang berasal dari Moto2. Sementara Bulega naik ke MotoGP setelah berkiprah di WorldSBK.
Agius menyambut kepastian tersebut sebagai pencapaian besar dalam kariernya. ""Hari ini, saya sudah mewujudkan sebuah impian jangka panjang: menembus MotoGP,"" kata Agius seperti dilansir Crash.net.
""Saya sudah bekerja keras selama bertahun-tahun untuk mencapai momen ini. Saya sangat berterima kasih kepada Guenther dan seluruh orang di Tech3 yang percaya kepada saya dan memberikan kesempatan ini.""
""Saya tidak sabar membalas kepercayaan mereka. Saya tahu tantangan yang menanti, tetapi saya siap belajar, bekerja keras, dan menjadi versi terbaik dari diri saya bersama tim ini,"" tuturnya.
Agius Masih Berjuang di Moto2
Kepastian promosi ke MotoGP datang ketika Agius masih bersaing di Moto2 2026. Agius sudah empat kali memenangi balapan Moto2. Ia juga meraih pole position untuk Moto2 San Marino di Misano.
Namun, akhir pekannya di Misano berakhir mengecewakan. Agius tersingkir pada Tikungan 1 dan gagal menyelesaikan balapan.
Insiden tersebut juga membuat posisinya di klasemen Moto2 turun ke peringkat keempat dengan 149 poin. Tapi performanya sepanjang musim sudah cukup untuk meyakinkan Tech3 KTM memberinya kesempatan tampil di MotoGP.
Manajer tim Tech3 Nicolas Goyon menyebut Agius memiliki kecepatan dan mentalitas untuk menghadapi tantangan baru di MotoGP.
""Senna telah menunjukkan sepanjang kariernya di Moto2 bahwa dia memiliki kecepatan dan mentalitas untuk menghadapi tantangan baru ini. Dia masih muda, jadi ada banyak potensi yang bisa kami kembangkan bersama, dan kami senang menjadi bagian dari tahap berikutnya dalam kariernya.""
Goyon juga menilai perubahan regulasi MotoGP pada 2027 menjadi tantangan tersendiri bagi seluruh pebalap. MotoGP akan menggunakan mesin 850 cc, sementara Pirelli menjadi pemasok ban menggantikan Michelin.
Menurut Goyon, situasi tersebut juga membuka peluang bagi Tech3 dan Agius untuk membangun sesuatu bersama sejak awal era baru.
""Senna sangat ingin belajar, dia bekerja keras, dan dia sudah menunjukkan bahwa dia mampu bersaing di barisan depan. Kami sangat senang dia bergabung dengan Tech3 dan tidak sabar melihat apa yang bisa kami capai bersama.""
Jadi Satu-satunya Rider Australia
Promosi Agius membuat Australia tetap memiliki wakil di grid MotoGP 2027. Jack Miller dipastikan pindah ke WorldSBK mulai musim depan. Miller telah menandatangani kontrak dengan Yamaha untuk tampil di WorldSBK pada 2027 dan 2028.
Dengan demikian, Agius akan menjadi satu-satunya rider Australia di grid MotoGP musim depan. Kehadirannya juga bertepatan dengan masuknya Adelaide ke kalender MotoGP.
Mulai 2027, Grand Prix Australia akan digelar di Adelaide, menggantikan Phillip Island sebagai tuan rumah.
Daftar Pebalap MotoGP 2027
- Ducati: Marc Marquez, Pedro Acosta
- VR46 Ducati: Fermin Aldeguer, Nicolo Bulega
- Gresini Ducati: Joan Mir, Dani Holgado
- Aprilia: Marco Bezzecchi, Francesco Bagnaia
- Trackhouse Aprilia: Raul Fernandez, Enea Bastianini
- KTM: Fabio Di Giannantonio, Alex Marquez
- Tech3 KTM: Luca Marini, Senna Agius
- Honda: Fabio Quartararo, Diogo Moreira atau David Alonso
- LCR Honda: Johann Zarco, Diogo Moreira atau David Alonso
- Yamaha: Jorge Martin, Ai Ogura
- Pramac Yamaha: Toprak Razgatlioglu, Izan Guevara",sport
42,"Loris Karius dua kali beruntun jadi man of the match di Bundesliga. Sepertinya, inilah momen kebangkitan sang kiper!
Loris Karius jadi man of the match saat Schalke 04 imbangi Bayern Munich 0-0 di Bundesliga pada 5 September. Lalu di 12 September, Karius jadi man of the match lagi saat timnya menang 3-1 atas Union Berlin.
Khusus di laga kontra Bayern, Karius menggila. Enam tembakan yang mengarah ke gawangnya dipatahkan semua!
Loris Karius tampaknya mulai bangkit setelah masa-masa suram. Sebelum gabung ke Schalke 04 pada musim dingin 2025, Karius hanya bermain tujuh kali dari empat musim di tiga klub berbeda!
Titik terendah Karius adalah pada final Liga Champions 2018. Karius jadi kiper Liverpool, hadapi Real Madrid.
Karius lakukan dua kesalahan fatal. Lemparannya diblok Benzema dan jadi gol, tembakan Bale gagal ditepis sempurna.
Karius bahkan mengaku dapat teror setelah laga tersebut. Liverpool lantas meminjamkannya ke tiga klub.
Kontrak Karius habis di Liverpool pada 2022. Sempat ke Newcastle, tapi Karius tidak pernah dipercaya jadi kiper nomor satu.
| Momen Karius kecewa dengan penampilan horornya di final Liga Champions (Foto: Michael Regan/Getty Images) | 
| Baca juga: Lorius Karius 'Hidup' Kembali | 
Loris Karius pun gabung ke Schalke 04 dan bantu timnya promosi ke Bundesliga. Di awal musim ini, kiper berusia 33 tahun itu terus jadi kiper nomor satu.
Akankah musim ini, Karius benar-benar unjuk gigi?
(aff/cas)",sport
43,"Persib Bandung akan dijamu FC Seoul pada laga perdana AFC Champions League (ACL) Two. Maung Bandung akan tampil dengan misi membawa harum sepakbola Indonesia.
Laga yang perdana ACL Two ini akan digelar di Seoul World Cup Stadium, Korea Selatan, Rabu (16/9/2026), pukul 17.00, WIB. Laga ini menjadi ujian bagi Persib menghadapi tim kuat Negeri Ginseng.
Datang sebagai tim tamu, Persib mencoba tidak silau dengan reputasi sang tuan rumah. Gelandang Persib, Marc Klok, berharap timnya bisa menjadi representasi Indonesia yang membanggakan.
""Kami tidak hanya mewakili Persib, tetapi juga membawa nama Indonesia di panggung yang lebih besar. Itulah target yang ingin kami tampilkan,"" kata Klok, dikutip dari laman Persib.
""Kami datang dengan persiapan matang di tengah jadwal yang ketat sebelum dan sesudah laga ini. Namun, di luar padatnya jadwal, kami sangat lapar dan tidak sabar untuk menyajikan pertandingan luar biasa di stadion dan kota yang indah ini,"" ujarnya menambahkan.
Senada dengan Klok, pelatih tim Igor Tolic ingin timnya bisa tampil maksimal. Ini menjadi musim ketiga beruntun bagi Persib mewakili Indonesia di pentas antar klub level 2 Asia.
Igor mengakui bahwa perjuangan Persib di Seoul tidak akan mudah. Dark Red Warriors sudah lebih berpengalaman mentas di ajang seperti ini.
""Kami bangga bisa berada di sini, di tempat bersejarah ini, untuk mewakili Indonesia. Saya berharap kami dapat memainkan pertandingan yang bagus dan membuat para penggemar bangga,"" ucap Igor.
""Kami tahu lawan kami adalah tim yang kuat dan berada di posisi yang bagus di Liga Korea. Kami hanya berharap bisa mempersiapkan pertandingan ini dengan baik dan menampilkan performa terbaik,"" tuturnya.
(mro/aff)",sport
44,"Lionel Messi mau jalani laga perpisahan bersama Timnas Argentina. Messi mau kesempatan itu, karena tidak merasakannya di Barcelona.
Lionel Messi umumkan pensiun dari Timnas Argentina lewat sosial medianya pada Senin (31/8) lalu. Messi sudah capai garis finis, sudah memberikan segalanya buat Tim Tango. Sang ayah, Jorge Mendes yang meninggal dunia turut jadi alasan Messi akhiri karier bersama timnasnya.
Federasi sepakbola Argentina (AFA) menawarkan Lionel Messi laga terakhir alias laga perpisahan. Argentina akan hadapi Benin pada FIFA Matchday sebagai laga uji coba pada 6 Oktober mendatang di Buenos Aires.
""Setelah berbicara dengan AFA terkait laga perpisahannya bersama Timnas Argentina, Messi menyetujuinya,"" tulis ESPN Argentina.
""Messi sangat senang mendapat kesempatan untuk mengucapkan salam perpisahan terakhir kepada para suporter dan penggemar Argentina, yang sungguh layak dia dapatkan,"" sambungnya.
""Terutama, Messi tidak pernah mendapatkan kesempatan serupa saat meninggalkan Barcelona,"" lanjutnya.
Lionel Messi berpisah dengan Barcelona pada tahun 2021. Ketika itu, kontrak Messi habis.
Kabarnya, Messi punya hubungan tidak baik dengan presiden klub saat itu, Joan Laporta. Ditambah situasi sedang pandemi COVID-19, tidak memungkinkan digelar laga perpisahan.
Messi sebenarnya mau banget main di Camp Nou untuk kali terakhir. Apalagi, Messi sangat mencintai Barca dan sudah jadi legenda dengan sederet prestasinya. Sejauh ini, Barca pun kabarnya belum berencana untuk gelar laga perpisahan Messi andai nanti saatnya tiba gantung sepatu di level klub.
(aff/cas)",sport
45,"Jay Idzes Cedera, Ini Potensi Barisan Bek Tengah Indonesia dok.Pool - detikSepakbola Rabu, 16 Sep 2026 14:00 WIB ... Tautan telah disalin Rizky Ridho merupakan salah satu pemain yang bisa mengisi pos yang ditinggalkan oleh Idzes. Bersama Persija, dia tampil oke mengawal pertahanan. (Foto: Istimewa) Justin Hubner menjadi salah satu andalan di pos bek tengah kiri Indonesia. Dia juga berpeluang besar dipanggil John Herdman masuk skuad. (Foto: dok Instagram justinhubner5) Kevin Diks bisa menjadi opsi untuk pos bek tengah kanan Indonesia. Selama ini, dia biasa menjadi fullback kanan. (Foto: Rifkianto Nugroho/detikcom) Mees Hilgers bisa mengisi jantung pertahanan Indonesia. Dia sudah lama tak membela Indonesia karena cedera. (Foto: Getty Images/Kenta Harada) Jordi Amat memang sudah tidak muda lagi, tapi dia bisa menjadi pilihan di jantung pertahanan Indonesia. (Foto: ANTARA FOTO/Sigid Kurniawan) Mathew Baker bisa menjadi tambahan opsi lini belakang untuk Timnas Indonesia. Dia sudah debut pada FIFA Matchday sebelumnya. (Foto: detikcom/Jalu Pamuncar) previous next previous next Jakarta - Bek tengah Timnas Indonesia Jay Idzes mengalami cedera saat membela Sassuolo. Berikut barisan bek yang bisa menjadi andalan Skuad Garuda di FIFA ASEAN Cup 2026. ... Tautan telah disalin timnas indonesia jay idzes fifa asean cup 2026 Lihat lebih banyak",sport
46,"Persib Bandung akan dijamu FC Seoul dalam lanjutan Asian Champions League (ACL) 2. Maung Bandung diprediksi cuma akan kalah tipis dari Dark Red Warriors.
Di Stadion Piala Dunia Seoul, Rabu (16/9/2026), FC Seoul vs Persib berlangsung. Laga itu akan kickoff pada pukul 17.00 WIB.
FC Seoul jelas bukan lawan mudah untuk Persib. Sebabnya, FC Seoul merupakan pemuncak klasemen K League 1 untuk sementara ini.
FC Seoul Lebih Banyak Menang 8 Laga Terakhir
Dalam delapan pertandingan terakhir, FC Seoul lebih banyak memetik kemenangan. Tim asuhan Kim Gi-dong itu memetik sebanyak enam kemenangan, sekali hasil imbang, dan sekali menelan kekalahan.
Dalam tiga pertandingan kandang terakhir di K League 1, FC Seoul selalu menang. Ada enam gol yang dicetak, FC Seoul juga sudah mencatatkan dua clean sheet.
FC Seoul mencatatkan 55 gol dalam 29 pertandingan di K League 1. Mereka merupakan tim paling subur di kasta tertinggi Liga Korea Selatan.
Persib Masih Inkonsisten
Persib masih naik turun dalam dua pertandingan di Super League. Setelah menang atas PSM Makassar 3-1, Pangeran Biru menelan kekalahan 1-2 dari Persija Jakarta.
Pertahanan menjadi pekerjaan rumah yang harus diselesaikan oleh Igor Tolic. Ada tiga gol yang bersarang ke gawang tim asal Kota Kembang itu.
Persib mampu mencatatkan kemenangan dalam pertandingan terakhir di ACL 2. Manila Digger yang dikalahkan Persib.
FC Seoul Unggulan
FC Seoul menjadi unggulan saat melawan Persib. Oddschecker memberi koefisien kemenangan tim tuan rumah di angka 8/13.
Kemenangan Persib ada di koefisien 7/2. Sedangkan hasil imbang FC Seoul vs Persib ada di angka 14/5.
Skor tipis 1-0 untuk kemenangan FC Seoul ada di angka 7/1. Sedangkan kemenangan Persib dengan skor 1-0 ada di angka 14/1.
(cas/aff)",sport
47,"Ganda putri Febriana Dwipuji Kusuma/Meilysa Trias Puspitasari menyatakan siap tempur di Asian Games Aichi-Nagoya 2026. Meski berstatus debutan dan senior, keduanya sepakat menargetkan medali.
Ana/Trias merupakan salah satu pasangan ganda putri yang diturunkan PBSI di multievent terbesar se-Asia empat tahunan tersebut.
""Target ada cuma kita harus fokus satu-satu. Medali,"" kata Trias kepada pewarta di Pelatnas PBSI, Cipayung.
Asian Games tahun ini bakal menjadi pengalaman yang berbeda bagi keduanya. Trias akan melakoni Asian Games pertamanya, sementara Ana sudah yang kedua.
""Persiapan sejauh ini cukup baik. Apa yang perlu diperbaiki, akan terus kami perbaiki setiap hari,"" kata Ana, yang mengaku senang kembali dipercaya tampil di Asian Games.
""Saya senang bisa bermain Asian Games untuk kedua kalinya. Ini benar-benar menjadi kesempatan besar bagi kami untuk menunjukkan yang terbaik,"" lanjutnya.
""Rasanya mungkin lebih senang pertama. Yang kedua, mempersiapkan mainnya mau gimana,"" tambahnya.
Sementara Trias mengaku tidak gugup meski ini Asian Games pertamanya. Pengalaman bermain beregu di SEA Games membuatnya lebih tenang.
""Ini Asian Games yang pertama. Kekuatan. Aku sedang meningkatkan kekuatanku. Aku sudah terbiasa bermain beregu di SEA Games, jadi aku netral saja,"" ungkap Trias.
Keduanya juga saling berbagi demi menjaga kekompakan satu sama lain.
""Kami selalu sharing apa yang perlu diperbaiki, apa yang sudah baik, dan apa yang perlu ditingkatkan. Kami selalu berkomunikasi, tidak hanya dengan Trias, tetapi juga dengan para pelatih kami,"" kata Ana.
Menyoal janji pemerintah terkait bonus Rp3 Miliar bagi peraih emas Asian Games, Ana menyebut hal tersebut sebagai motivasi tambahan. Tapi ia juga tak ingin jadi mengganggu fokus.
""Tentu kita semakin semangat mendengar itu tapi harus lebih fokus dalam mainnya, match per match. Nanti hasil akan mengikuti dengan usaha kita,"" tegasnya.
(mcy/aff)",sport
48,"Tottenham Hotspur kalah 1-3 dari tuan rumah Liverpool di babak ketiga Carabao Cup. Terakhir Spurs menang di Anfield, sudah lama banget, Modric masih main!
Liverpool vs Tottenham Hotspur tersaji di Anfield pada babak ketiga Carabao Cup, Rabu (16/9) dini hari WIB. The Reds menang 3-1.
Gol-gol tuan rumah dicetak oleh Mac Allister, Gakpo, dan Szoboszlai. Gallagher sempat memperkecil ketertinggalan.
Dilansir dari BBC, Tottenham Hotspur menambah panjang catatan nggak pernah menang di Anfield. Terakhir Tottenham menang adalah pada 15 Mei 2011!
Ketika itu, Tottenham menang 2-0 lewat gol Rafael van der Vaart dan Luka Modric. Manajernya adalah Harry Redknapp.
Modric sempat memperkuat Tottenham pada 2008 sampai 2012, kemudian dirinya pindah ke Real Madrid.
| Baca juga: Gol Gallagher Sempat Bikin Liverpool Panik | 
Setelah itu, Tottenham Hotspur tidak pernah menang di kandang Liverpool. Dari 17 pertemuan di seluruh kompetisi, Tottenham kalah 12 kali dan lima kali imbang.
Sudah 15 tahun Anfield begitu angker buat Spurs.
(aff/pur)",sport
49,"Real Madrid memetik kemenangan atas Elche dalam lanjutan Liga Spanyol. Pelatih El Real, Jose Mourinho, menegaskan anak asuhnya butuh istirahat.
Bertanding di Stadion Manuel Martinez Valero, Elche, Rabu (16/9/2026), Madrid menang 3-2 atas Elche. Tiga poin itu diraih Madrid berkat gol pada menit akhir.
Pemain Elche, Matias Dituro, mencetak gol bunuh diri pada menit ke-25 hingga Madrid unggul 1-0. Los Blancos kian menjauh dengan gol dari Kylian Mbappe pada menit ke-33.
Unggul dua gol, Madrid malah lengah. Gawang Madrid yang dikawal Thibaut Courtois dibobol Abiel Osorio dan Fer Nino.
Gol kemenangan Madrid baru tercipta pada menit ke-90+1. Carlos Espi yang menjadi penentu kemenangan.
Mourinho tak mau memarahi anak asuhnya karena sempat membuang keunggulan dua gol. Kini, dia hanya mau memberi anak asuhnya waktu istirahat.
""Mereka butuh istirahat. Besok adalah hari libur. Saya tidak akan mengatakan apa pun di ruang ganti, praktis tidak ada. Besok libur, dan kita akan kembali pada hari Kamis,"" kata Mourinho di situs Real Madrid.
""Jika kami bermain buruk dari menit pertama hingga menit ke-90, kekhawatirannya akan sangat besar. Ketika kami menjalani periode-periode puncak, dengan kualitas luar biasa dan begitu banyak peluang mencetak gol, lalu kami mengalami periode yang tidak proaktif, pasif, penuh penantian, di mana kami menurunkan intensitas, tentu saja itu mengkhawatirkan. Tapi kami menang, dan kredit layak diberikan kepada mereka,"" kata dia menambahkan.
| Baca juga: Vinicius Belum Tampil Sip? Ini Kata Mourinho | 
(cas/aff)",sport
50,"Persib Bandung akan bertandang ke markas FC Seoul pada laga perdana di AFC Champions League 2 (ACL2) 2026/2027. Berikut jadwal FC Seoul vs Persib yang main sore nanti.
Persib Bandung tergabung di Grup E pada babak fase grup ACL 2 2026/2027. Maung Bandung satu grup dengan FC Seoul (Korea Selatan), Melbourne Victory (Australia), dan The Cong-Viettel (Vietnam).
Persib bakal memulai kiprah di ajang ini dengan bertandang ke kandang FC Seoul. Laga FC Seoul vs Persib bakal berlangsung di Seoul World Cup Stadium, sore nanti, Rabu (16/9/2026) pukul 17.00 WIB.
Laga ini bakal berat untuk Persib. FC Seoul saat ini tengah berada di puncak klasemen K League 1 2026.
Klub Ibu Kota Korea Selatan ini hanya sekali kalah dalam tujuh laga terakhir mereka. Sementara, Persib datang ke laga ini dengan modal yang kurang baik.
Pangeran Biru baru saja kalah dari Persija Jakarta 1-2 di Gelora Bung Karno dalam laga bertajuk El Clasico Indonesia pada laga pekan kedua Super League 2026/2027.
Namun, FC Seoul dilaporkan bakal menurunkan pemain lapis kedua pada laga melawan Persib. Hal ini karena mereka ingin fokus untuk meraih gelar K League 1 2026.
Jika FC Seoul memainkan pemain lapis kedua tentu ini jadi keuntungan untuk Persib. Anak asuhan Igor Tolic datang ke Seoul dengan kekuatan terbaik kecuali Uilliam Barros. Barros absen akibat akumulasi kartu.
Jadwal AFC Champions League 2
FC Seoul Vs Persib Bandung
Seoul World Cup Stadium
Rabu, (16/9/2026)
Pukul 17.00 WIB.
(pur/krs)",sport
51,"MotoGP 2026 berlanjut ke Austria akhir pekan ini. Red Bull Ring menjadi arena seri ke-15 musim ini, dengan persaingan perebutan posisi teratas klasemen yang semakin panas setelah Marc Marquez merebut puncak klasemen MotoGP dari Jorge Martin walaupun kedua rider punya poin yang sama.
Marquez untuk pertama kalinya memimpin klasemen MotoGP musim ini setelah meraih kemenangan ganda di Misano, ditambah hasil Jorge Martin yang finis kelima. Hasil itu membuat persaingan klasemen makin sengit dengan kedua rider kini memiliki jumlah poin: 274.
Namun, Marquez berhak berada di posisi teratas karena memiliki jumlah kemenangan balapan utama lebih banyak. Marquez sudah mengoleksi lima kemenangan Grand Prix musim ini, sedangkan Martin baru meraih satu kemenangan.
Martin sebelumnya memimpin klasemen sejak seri Assen. Kini, juara bertahan MotoGP tersebut harus mempertahankan posisinya saat persaingan berlanjut di Red Bull Ring.
GP Austria menjadi balapan kedua secara beruntun di Eropa setelah seri San Marino. Rangkaian MotoGP 2026 kemudian berlanjut ke Jepang sebelum Indonesia menjadi tuan rumah di Mandalika pada Oktober.
Selain persaingan Marquez dan Martin, akhir pekan di Austria juga akan dimulai dengan rangkaian sesi latihan, kualifikasi, Sprint Race, hingga balapan utama.
Jadwal MotoGP Austria 2026
Jumat, 18 September 2026
 14.00 WIB - Moto3 FP1
 14.50 WIB - Moto2 FP1
 15.45 WIB - MotoGP FP1
 18.15 WIB - Moto3 Practice
 19.05 WIB - Moto2 Practice
 20.00 WIB - MotoGP Practice
Sabtu, 19 September 2026
 13.40 WIB - Moto3 FP2
 14.25 WIB - Moto2 FP2
 15.10 WIB - MotoGP FP2
 15.50 WIB - Kualifikasi MotoGP
 17.45 WIB - Kualifikasi Moto3
 18.40 WIB - Kualifikasi Moto2
 20.00 WIB - MotoGP Sprint
Minggu, 20 September 2026
 14.40 WIB - MotoGP Warm Up
 16.00 WIB - Moto3 Race
 17.15 WIB - Moto2 Race
 19.00 WIB - MotoGP Race",sport
52,"Awal musim ini tak berjalan semulus yang diharapkan Manchester United. Legenda MU Paul Scholes mengingatkan perjalanan mereka memang masih panjang.
MU mengawali Premier League musim ini dengan hasil campur aduk. Satu kemenangan, satu hasil seri, dan dua kekalahan sudah melemparkan mereka ke posisi 13 klasemen Liga Inggris.
Kekalahan dari Manchester City akhir pekan lalu turut mengumbar sebuah persoalan. MU tak mampu berbuat cukup banyak meski unggul jumlah pemain sejak menit ke-23.
| Baca juga: Manchester United Masih Percaya Carrick | 
Tujuh gol dibuat sejauh ini, tujuh gol pula masuk ke gawang sendiri. Scholes mengingatkan seharusnya hal ini tak terlalu mengejutkan, mengingat proyek membangun tim ini masih jauh dari kata selesai.
Setelah menambal lini depan pada tahun lalu, tahun ini fokusnya ke memperkuat lini tengah. Ia percaya pertahanan baru dapat giliran tahun depan, itu pun dengan catatan sektor lain masih belum benar-benar terpoles sempurna.
""Saya rasa mereka melakukannya per seksi, itu yang terlihat. Mereka membereskan lini serang tahun lalu dan bagian itu tampak oke. Mereka mungkin masih butuh penyerang top, saya tak yakin seberapa yakin mereka dengan Sesko meski saya sudah merasa dia membaik,"" kata Scholes dikutip Metro.
""Tampaknya mereka menggarap lini tengah tahun ini dan rasanya pertahanan akan dilakukan tahun depan. Pada saat ini, secara pertahanan, mereka akan selalu kebobolan dengan tim itu.""
""Lalu tim juara Premier League mana yang Anda lihat tak punya kiper top? Lammens mungkin saja jadi sosok itu, entahlah, saya rasa itu belum bisa dipastikan. Setelah itu, baru Anda membangun dari lini pertahanan.""
""Bagaimana Arsenal memulai 3-4 tahun lalu, secara pertahanan mereka sudah sangat brilian. Anda butuh kiper kelas dunia juga. Anda ingat Liverpool dengan Alisson, tim-tim City dengan kipernya, Raya di Arsenal. Juga Man United dengan Peter Schmeichel dan Edwin van der Sar.""
(raw/mrp)",sport
53,"Diego Simeone menjagokan Lionel Messi meraih Ballon d'Or 2026. Menurutnya performa La Pulga di Piala Dunia tak bisa dipandang sebelah mata.
Ballon d'Or 2026 telah merilis daftar 30 nominasi. Nama Lionel Messi masuk di antaranya.
Ini menjadi kali ke-17 Lionel Messi masuk nominasi Ballon d'Or. LM10 sudah meraih 8 gelar Si Bola Emas, paling banyak di antara pemain mana pun sepanjang sejarah.
Lionel Messi kini bersaing dengan nama-nama tenar seperti Kylian Mbappe, Lamine Yamal, dan Harry Kane dalam Ballon d'Or 2026. Pelatih Atletico Madrid Diego Simeone menilai Messi layak sekali apabila meraih penghargaan tersebut.
""Messi, tanpa ragu. Setelah Piala Dunia yang ia ikuti dan di usianya sekarang? Messi, tak diragukan lagi,"" kata Simeone, dilansir dari A Bola.
Lionel Messi memang tampil trengginas di Piala Dunia 2026. Dia mencetak 8 gol, berada di peringkat kedua top skor turnamen di bawah Mbappe (10 gol).
Timnas Argentina juga dibawa Messi hingga ke final Piala Dunia 2026. Tim Tango harus puas meraih medali perak setelah dikalahkan Spanyol dalam babak perpanjangan.
🚨🚨🎙️| Diego Simeone on the Ballon d'Or: 
""Ballon d'Or? Messi, without a doubt. After the World Cup he had, and at his age? Messi, without a doubt."" 🐐 pic.twitter.com/hXMdHIF1id
Di level klub Messi juga mentereng. Pemain berusia 39 tahun ini mengantarkan Inter Miami meraih titel MLS 2025.
Messi menyabet top skor MLS dengan 29 gol. Dia juga meraih gelar MVP untuk kedua kalinya secara beruntun, satu-satunya pemain dalam sejarah MLS yang memenangkan 2 gelar MVP berturut-turut.
(bay/mrp)",sport
54,"Real Madrid sempat unggul 2-0, tapi kemudian butuh gol injury time untuk menang. Jose Mourinho menilai timnya bersikap terlalu santai.
Madrid butuh gol injury time untuk menang 3-2 atas Elche, Rabu (16/9/2026) dini hari WIB. Los Blancos sempat unggul 2-0 lewat gol bunuh diri Matias Dituro dan gol Kylian Mbappe di babak pertama.
Tapi mereka lalu membiarkan tuan rumah mengejar di babak kedua melalui Abiel Osorio dan Fer Nino. Skor 2-2 bertahan sampai waktu normal habis dan Madrid beruntung masih sempat mencetak gol di masa waktu tambahan.
Carlos Espi menjadi penentu sekaligus penyelamat muka Madrid pada menit ke-91. Mourinho tanpa ragu menyebut bahwa timnya bersikap terlalu santai dan terlalu cepat menganggap laga sudah berakhir.
| Baca juga: Real Madrid Incar Kobel | 
""Masalahnya tampak jelas buat saya. Lebih sulit untuk mencari tahu sebabnya, tapi mudah untuk memahami bahwa ada pertandingan-pertandingan yang tampak sudah berakhir dan pada akhirnya, itu belum selesai,"" ungkap pelatih kawakan itu.
""Petandingan-pertandingan ketika kami punya tiga, empat, lima peluang untuk mengunci pertandingan dan kami tak melakukannya. Setelah tak melakukannya, tampaknya situasi beranjak dari ringan, karena keadaannya mudah, menjadi tak mengontrol.""
""Sepertinya kami memasuki sebuah dinamika semacam 'Oke, kami tak mencetak gol, kami tak menyelesaikan laga dengan skor 3-0 atau 4-0, tapi sudah selesai kok.' Tampaknya ketika semuanya terasa mudah dan Anda membiarkan keadaan berjalan begitu saja,"" imbuhnya.
(raw/mrp)",sport
